source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[strain or breed]	characteristics[sex]	characteristics[developmental stage]	characteristics[culture medium]	characteristics[passage number]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[depletion]	characteristics[sampling time]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[elution conditions]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sampling time]
mESC_EpiLC_15m_rep3	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	15 minute	not pooled	3	run 119	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_C3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	15 minute
mESC_EpiLC_15m_rep4	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	15 minute	not pooled	4	run 120	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_D3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	15 minute
mESC_EpiLC_30m_rep1	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	30 minute	not pooled	1	run 121	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_A4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	30 minute
mESC_EpiLC_30m_rep2	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	30 minute	not pooled	2	run 122	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_B4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	30 minute
mESC_EpiLC_30m_rep3	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	30 minute	not pooled	3	run 123	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	30 minute
mESC_EpiLC_30m_rep4	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	30 minute	not pooled	4	run 124	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	30 minute
mESC_EpiLC_1h_rep1	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	1 hour	not pooled	1	run 125	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_A5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 hour
mESC_EpiLC_1h_rep2	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	1 hour	not pooled	2	run 126	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_B5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 hour
mESC_EpiLC_1h_rep3	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	1 hour	not pooled	3	run 127	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_C5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 hour
mESC_EpiLC_1h_rep4	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	1 hour	not pooled	4	run 128	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_D5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 hour
mESC_EpiLC_3h_rep1	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	3 hour	not pooled	1	run 129	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_A6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	3 hour
mESC_EpiLC_3h_rep2	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	3 hour	not pooled	2	run 130	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_B6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	3 hour
mESC_EpiLC_3h_rep3	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	3 hour	not pooled	3	run 131	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_C6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	3 hour
mESC_EpiLC_3h_rep4	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	3 hour	not pooled	4	run 132	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_D6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	3 hour
mESC_EpiLC_6h_rep1	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	6 hour	not pooled	1	run 133	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_A7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6 hour
mESC_EpiLC_6h_rep2	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	enrichment of phosphorylated protein	no depletion	6 hour	not pooled	2	run 134	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	1	1	EasyPhos phosphopeptide enrichment (measured 2015-07-26 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 5-25% B over 85 min then 25-55% B over 45 min	20150726_QEp2_LC10_SeHu_SA_mESC_EasyPhos_B7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6 hour
