source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms min charge]	comment[ms max charge]	comment[ms min rt]	comment[ms max rt]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sampling time]
CT33-1	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	33 hour	enrichment of phosphorylated protein	no depletion	1	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-13T01:42:12	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	33 hour
CT33-2	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	33 hour	enrichment of phosphorylated protein	no depletion	2	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-13T06:55:42	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	33 hour
CT33-3	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	33 hour	enrichment of phosphorylated protein	no depletion	3	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-13T12:11:52	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	33 hour
CT33-4	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	33 hour	enrichment of phosphorylated protein	no depletion	4	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-13T17:30:03	201409011_QEp6_ChRo_QC_Liver_Phospho_CT33_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	33 hour
CT36-1	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	36 hour	enrichment of phosphorylated protein	no depletion	1	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-15T22:17:04	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
CT36-2	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	36 hour	enrichment of phosphorylated protein	no depletion	2	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-16T03:22:40	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
CT36-3	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	36 hour	enrichment of phosphorylated protein	no depletion	3	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-16T08:28:29	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
CT36-4	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	36 hour	enrichment of phosphorylated protein	no depletion	4	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-16T13:34:10	201409015_QEp6_ChRo_QC_Liver_Phospho_CT36_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
CT39-1	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	39 hour	enrichment of phosphorylated protein	no depletion	1	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-16T19:04:24	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	39 hour
CT39-2	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	39 hour	enrichment of phosphorylated protein	no depletion	2	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-17T00:10:28	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	39 hour
CT39-3	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	39 hour	enrichment of phosphorylated protein	no depletion	3	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-17T05:17:48	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	39 hour
CT39-4	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	39 hour	enrichment of phosphorylated protein	no depletion	4	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-17T10:25:44	201409015_QEp6_ChRo_QC_Liver_Phospho_CT39_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	39 hour
CT42-1	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	42 hour	enrichment of phosphorylated protein	no depletion	1	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-17T16:55:01	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	42 hour
CT42-2	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	42 hour	enrichment of phosphorylated protein	no depletion	2	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-17T22:03:22	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	42 hour
CT42-3	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	42 hour	enrichment of phosphorylated protein	no depletion	3	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-18T03:12:11	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	42 hour
CT42-4	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	42 hour	enrichment of phosphorylated protein	no depletion	4	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-18T08:21:00	201409015_QEp6_ChRo_QC_Liver_Phospho_CT42_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	42 hour
CT45-1	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	45 hour	enrichment of phosphorylated protein	no depletion	1	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-18T13:54:29	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	45 hour
CT45-2	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	45 hour	enrichment of phosphorylated protein	no depletion	2	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-18T19:03:36	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	45 hour
CT45-3	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	45 hour	enrichment of phosphorylated protein	no depletion	3	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-19T00:12:47	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	45 hour
CT45-4	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	45 hour	enrichment of phosphorylated protein	no depletion	4	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2014-09-19T05:21:23	201409015_QEp6_ChRo_QC_Liver_Phospho_CT45_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	45 hour
CT0-4	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	0 hour	enrichment of phosphorylated protein	no depletion	4	20150512_EXQ00_ChRo_SA_Liver_Phospho_Singleshot_CT0_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	1	2015-05-12T21:58:57	20150512_EXQ00_ChRo_SA_Liver_Phospho_Singleshot_CT0_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	0 hour
CT33-4	Mus musculus	liver	not applicable	normal	tissue	adult	C57BL/6J	not available	33 hour	enrichment of phosphorylated protein	no depletion	4	20150512_EXQ00_ChRo_SA_Liver_Phospho_Singleshot_CT33_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27% NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	2	5	0	270	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	4.5 ppm	20 ppm	1	2	2015-05-13T03:04:22	20150512_EXQ00_ChRo_SA_Liver_Phospho_Singleshot_CT33_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	33 hour
