source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[strain or breed]	characteristics[disease]	characteristics[material type]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell type]
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_13	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-16	1	1	20111014_Orbi6_FB_tryp_proteome_K_13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_14	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-16	2	1	20111014_Orbi6_FB_tryp_proteome_K_14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_14	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-16	2	1	20111014_Orbi6_FB_tryp_proteome_K_14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_15	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-16	3	1	20111014_Orbi6_FB_tryp_proteome_K_15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_15	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-16	3	1	20111014_Orbi6_FB_tryp_proteome_K_15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_16	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-16	4	1	20111014_Orbi6_FB_tryp_proteome_K_16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_16	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-16	4	1	20111014_Orbi6_FB_tryp_proteome_K_16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_17	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	5	1	20111014_Orbi6_FB_tryp_proteome_K_17.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_17	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	5	1	20111014_Orbi6_FB_tryp_proteome_K_17.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_18	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	6	1	20111014_Orbi6_FB_tryp_proteome_K_18.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_18	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	6	1	20111014_Orbi6_FB_tryp_proteome_K_18.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_19	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	7	1	20111014_Orbi6_FB_tryp_proteome_K_19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_19	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	7	1	20111014_Orbi6_FB_tryp_proteome_K_19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_20	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	8	1	20111014_Orbi6_FB_tryp_proteome_K_20.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_20	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	8	1	20111014_Orbi6_FB_tryp_proteome_K_20.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_21	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	9	1	20111014_Orbi6_FB_tryp_proteome_K_21.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_21	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	9	1	20111014_Orbi6_FB_tryp_proteome_K_21.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_22	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	10	1	20111014_Orbi6_FB_tryp_proteome_K_22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_22	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-17	10	1	20111014_Orbi6_FB_tryp_proteome_K_22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_23	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-18	11	1	20111014_Orbi6_FB_tryp_proteome_K_23.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_23	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-18	11	1	20111014_Orbi6_FB_tryp_proteome_K_23.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_24	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-18	12	1	20111014_Orbi6_FB_tryp_proteome_K_24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20111014_Orbi6_FB_tryp_proteome_K_24	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	NT=ion trap;AC=MS:1000264	35 NCE	6 ppm	0.5 Da	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2011-10-18	12	1	20111014_Orbi6_FB_tryp_proteome_K_24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
PXD000711-Sample-4	Trypanosoma brucei	not applicable	procyclic form	MiTat 1.4	not applicable	whole organism	no depletion	2	20120102_EXQ2_FB_SA_lysC_BSH_L_01	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	25 NCE	6 ppm	20 ppm	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2012-01-08	1	2	20120102_EXQ2_FB_SA_lysC_BSH_L_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	procyclic form
PXD000711-Sample-3	Trypanosoma brucei	not applicable	bloodstream form	MiTat 1.4	not applicable	whole organism	no depletion	2	20120102_EXQ2_FB_SA_lysC_BSH_L_01	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	25 NCE	6 ppm	20 ppm	300m/z-1650m/z	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	2012-01-08	1	2	20120102_EXQ2_FB_SA_lysC_BSH_L_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bloodstream form
