source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[treatment]	characteristics[enrichment process]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[culture medium]	characteristics[genetic modification]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[isolation window width]	factor value[sampling time]	factor value[treatment]
diGly_SARS-CoV-2_24h_rep1	Homo sapiens	lung	not available	1	not pooled	lung adenocarcinoma	cell line	24 hour	SARS Coronavirus 2	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_10	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	24 hour	SARS Coronavirus 2
diGly_mock_0h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	0 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_21_20200831162851	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_21_20200831162851.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	0 hour	uninfected
diGly_mock_6h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	6 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_22	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	6 hour	uninfected
diGly_SARS-CoV_6h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	6 hour	SARS Coronavirus	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_23	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	6 hour	SARS Coronavirus
diGly_SARS-CoV-2_6h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	6 hour	SARS Coronavirus 2	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_24	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	6 hour	SARS Coronavirus 2
diGly_mock_12h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	12 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_25	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	12 hour	uninfected
diGly_SARS-CoV_12h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_26	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	12 hour	SARS Coronavirus
diGly_SARS-CoV-2_12h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus 2	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_27	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	12 hour	SARS Coronavirus 2
diGly_mock_24h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	24 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_28	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	24 hour	uninfected
diGly_SARS-CoV_24h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	24 hour	SARS Coronavirus	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_29	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	24 hour	SARS Coronavirus
diGly_SARS-CoV-2_24h_rep3	Homo sapiens	lung	not available	3	not pooled	lung adenocarcinoma	cell line	24 hour	SARS Coronavirus 2	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_30	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	24 hour	SARS Coronavirus 2
diGly_mock_0h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	0 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_31	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	0 hour	uninfected
diGly_mock_6h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	6 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_32	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	6 hour	uninfected
diGly_SARS-CoV_6h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	6 hour	SARS Coronavirus	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_33	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	6 hour	SARS Coronavirus
diGly_SARS-CoV-2_6h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	6 hour	SARS Coronavirus 2	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_34	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	6 hour	SARS Coronavirus 2
diGly_mock_12h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	12 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_35	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	12 hour	uninfected
diGly_SARS-CoV_12h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_36	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	12 hour	SARS Coronavirus
diGly_SARS-CoV-2_12h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	12 hour	SARS Coronavirus 2	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_37	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	12 hour	SARS Coronavirus 2
diGly_mock_24h_rep4	Homo sapiens	lung	not available	4	not pooled	lung adenocarcinoma	cell line	24 hour	uninfected	antibody enrichment	European ancestry	58Y	male	adult	not available	A549	CVCL_0023	A-549	lung	not available	not available	lentivirus transduction	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_38	proteomic profiling by mass spectrometry	1	20200830_EXPL2_FyHa_SA_COVID19_DIA_diGly_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1350m/z	not available	24 hour	uninfected
