source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[sampling time]	characteristics[treatment]	characteristics[depletion]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain or breed]	factor value[sampling time]
D_A24_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	2	D_A24_2_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140908_EXQ00_MiWi_SA_A30_FR2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	2	D_A24_2_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140908_EXQ00_MiWi_SA_A30_FR3_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	2	D_A24_2_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140908_EXQ00_MiWi_SA_A30_ECM_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	3	D_A24_3_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140908_EXQ00_MiWi_SA_A31_FR1_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	3	D_A24_3_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140908_EXQ00_MiWi_SA_A31_FR2_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	3	D_A24_3_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140908_EXQ00_MiWi_SA_A31_FR3_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	3	D_A24_3_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140908_EXQ00_MiWi_SA_A31_ECM_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	4	D_A24_4_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140501_EXQ00_MiWi_SA_A29_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	4	D_A24_4_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140501_EXQ00_MiWi_SA_A29_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	4	D_A24_4_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140501_EXQ00_MiWi_SA_A29_FR3_140909182820.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	24 week	high fat diet	no depletion	not pooled	4	D_A24_4_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140501_EXQ00_MiWi_SA_A29_ECM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_nf	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	not available	adult	Apoetm1Unc	male	24 week	not available	no depletion	not pooled	5	D_A24_nf_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140908_EXQ00_MiWi_SA_A27_FR1_61_141005010327.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_nf	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	not available	adult	Apoetm1Unc	male	24 week	not available	no depletion	not pooled	5	D_A24_nf_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140908_EXQ00_MiWi_SA_A27_FR2_62_141005032739.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_nf	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	not available	adult	Apoetm1Unc	male	24 week	not available	no depletion	not pooled	5	D_A24_nf_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140908_EXQ00_MiWi_SA_A27_FR3_63_141005055140.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_A24_nf	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	not available	adult	Apoetm1Unc	male	24 week	not available	no depletion	not pooled	5	D_A24_nf_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140908_EXQ00_MiWi_SA_A27_ECM_64_141005110751.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	24 week
D_B8_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	1	D_B8_1_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140501_EXQ00_MiWi_SA_B1_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	1	D_B8_1_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140501_EXQ00_MiWi_SA_B1_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	1	D_B8_1_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140501_EXQ00_MiWi_SA_B1_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	1	D_B8_1_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140501_EXQ00_MiWi_SA_B1_ECM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	2	D_B8_2_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 1	20140501_EXQ00_MiWi_SA_B2_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	2	D_B8_2_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 1	20140501_EXQ00_MiWi_SA_B2_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	2	D_B8_2_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 1	20140501_EXQ00_MiWi_SA_B2_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
D_B8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	C57BL/6J	male	8 week	Standard Diet	no depletion	not pooled	2	D_B8_2_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 1	20140501_EXQ00_MiWi_SA_B2_ECM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	C57BL/6J	8 week
