source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[depletion]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[ms1 scan range]	comment[ms min charge]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[lc batch]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
ES1_SET1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SET1-GFP	1	Orbi2_EvKe_SA_IP_Set1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-05-19T06:18:49	Orbi2_EvKe_SA_IP_Set1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SET1-GFP
ES1_SET1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SET1-GFP	1	Orbi2_EvKe_SA_IP_Set1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-05-19T08:44:38	Orbi2_EvKe_SA_IP_Set1_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SET1-GFP
ES1_SET1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SET1-GFP	1	Orbi2_EvKe_SA_IP_Set1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-05-19T11:10:46	Orbi2_EvKe_SA_IP_Set1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SET1-GFP
ES1_SHG1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SHG1-GFP	1	Orbi2_EvKe_SA_IP_SHG1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-09-08T18:34:04	Orbi2_EvKe_SA_IP_SHG1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SHG1-GFP
ES1_SHG1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SHG1-GFP	1	Orbi2_EvKe_SA_IP_SHG1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-09-08T20:58:17	Orbi2_EvKe_SA_IP_SHG1_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SHG1-GFP
ES1_SHG1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SHG1-GFP	1	Orbi2_EvKe_SA_IP_SHG1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-09-08T23:22:28	Orbi2_EvKe_SA_IP_SHG1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SHG1-GFP
ES1_SMC1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC1-GFP	5	Orbi2_EvKe_SA_IP_SMC1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-06-02T20:48:07	Orbi2_EvKe_SA_IP_SMC1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC1-GFP
ES1_SMC1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC1-GFP	5	Orbi2_EvKe_SA_IP_SMC1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-06-02T23:13:44	Orbi2_EvKe_SA_IP_SMC1_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC1-GFP
ES1_SMC1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC1-GFP	5	Orbi2_EvKe_SA_IP_SMC1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-06-03T01:39:17	Orbi2_EvKe_SA_IP_SMC1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC1-GFP
ES1_SMC2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC2-GFP	5	Orbi2_EvKe_SA_IP_SMC2_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2012-02-24T05:04:47	Orbi2_EvKe_SA_IP_SMC2_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC2-GFP
ES1_SMC2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC2-GFP	5	Orbi2_EvKe_SA_IP_SMC2_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2012-02-24T07:29:02	Orbi2_EvKe_SA_IP_SMC2_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC2-GFP
ES1_SMC2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC2-GFP	5	Orbi2_EvKe_SA_IP_SMC2_02_120225023454	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2012-02-25T02:34:54	Orbi2_EvKe_SA_IP_SMC2_02_120225023454.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC2-GFP
ES1_SMC3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC3-GFP	5	Orbi2_EvKe_SA_IP_SMC3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-05-19T14:12:06	Orbi2_EvKe_SA_IP_SMC3_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC3-GFP
ES1_SMC3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC3-GFP	5	Orbi2_EvKe_SA_IP_SMC3_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-05-19T16:38:37	Orbi2_EvKe_SA_IP_SMC3_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC3-GFP
ES1_SMC3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC3-GFP	5	Orbi2_EvKe_SA_IP_SMC3_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-05-19T19:04:55	Orbi2_EvKe_SA_IP_SMC3_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC3-GFP
ES1_SMC4-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC4-GFP	5	Orbi2_EvKe_SA_IP_SMC4_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2012-02-24T10:28:12	Orbi2_EvKe_SA_IP_SMC4_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC4-GFP
ES1_SMC4-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC4-GFP	5	Orbi2_EvKe_SA_IP_SMC4_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2012-02-24T12:51:46	Orbi2_EvKe_SA_IP_SMC4_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC4-GFP
ES1_SMC4-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SMC4-GFP	5	Orbi2_EvKe_SA_IP_SMC4_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2012-02-24T15:15:06	Orbi2_EvKe_SA_IP_SMC4_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SMC4-GFP
ES1_SWD3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SWD3-GFP	1	Orbi2_EvKe_SA_IP_SWD3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-06-02T12:56:31	Orbi2_EvKe_SA_IP_SWD3_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SWD3-GFP
ES1_SWD3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SWD3-GFP	1	Orbi2_EvKe_SA_IP_SWD3_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-06-02T15:21:51	Orbi2_EvKe_SA_IP_SWD3_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SWD3-GFP
ES1_SWD3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	SWD3-GFP	1	Orbi2_EvKe_SA_IP_SWD3_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-06-02T17:47:25	Orbi2_EvKe_SA_IP_SWD3_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	SWD3-GFP
ES1_pHIS3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	negative control	no depletion	pHIS3-GFP	33	Orbi2_EvKe_SA_IP_pHIS3-GFP_IP3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-09-08T02:58:38	Orbi2_EvKe_SA_IP_pHIS3-GFP_IP3_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pHIS3-GFP
ES1_pHIS3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	negative control	no depletion	pHIS3-GFP	33	Orbi2_EvKe_SA_IP_pHIS3-GFP_IP3_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-09-08T05:22:56	Orbi2_EvKe_SA_IP_pHIS3-GFP_IP3_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pHIS3-GFP
ES1_pHIS3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	negative control	no depletion	pHIS3-GFP	33	Orbi2_EvKe_SA_IP_pHIS3-GFP_IP3_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-09-08T07:47:12	Orbi2_EvKe_SA_IP_pHIS3-GFP_IP3_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pHIS3-GFP
