source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[sampling site]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[individual]	characteristics[depletion]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20110529_Velos2_SaDe_SA_DB4_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	1	indepth/DB(4)	2011-05-29	20110529_Velos2_SaDe_SA_DB4_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
DB_indepth_R3	Homo sapiens	ascitic fluid	hematopoietic system	Ascites	diffuse large B-cell lymphoma germinal center B-cell type	B cell	cell line	study sample	DB	CVCL_1168	DB	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	45Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	3	20110529_Velos2_SaDe_SA_DB4_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	1	indepth/DB(4)	2011-05-29	20110529_Velos2_SaDe_SA_DB4_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma germinal center B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20110529_Velos2_SaDe_SA_DB4_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	1	indepth/DB(4)	2011-05-29	20110529_Velos2_SaDe_SA_DB4_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
HBL-1_singleshot_R1	Homo sapiens	pleural effusion	hematopoietic system	Pleural effusion	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	HBL-1	CVCL_4213	HBL-1	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	65Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	1	20120127_EXQ2_SaDe_SA_HBL1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/HBL1(1)	2012-01-27	20120127_EXQ2_SaDe_SA_HBL1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_HBL1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/HBL1(1)	2012-01-27	20120127_EXQ2_SaDe_SA_HBL1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
HBL-1_singleshot_R2	Homo sapiens	pleural effusion	hematopoietic system	Pleural effusion	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	HBL-1	CVCL_4213	HBL-1	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	65Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	2	20120127_EXQ2_SaDe_SA_HBL1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/HBL1(2)	2012-01-27	20120127_EXQ2_SaDe_SA_HBL1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_HBL1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/HBL1(2)	2012-01-27	20120127_EXQ2_SaDe_SA_HBL1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
HBL-1_singleshot_R3	Homo sapiens	pleural effusion	hematopoietic system	Pleural effusion	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	HBL-1	CVCL_4213	HBL-1	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	65Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	3	20120127_EXQ2_SaDe_SA_HBL1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/HBL1(3)	2012-01-27	20120127_EXQ2_SaDe_SA_HBL1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_HBL1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/HBL1(3)	2012-01-27	20120127_EXQ2_SaDe_SA_HBL1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
OCI-Ly3_singleshot_R1	Homo sapiens	bone marrow	hematopoietic system	Bone marrow	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	OCI-Ly3	CVCL_8800	OCI-Ly3	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	52Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	1	20120127_EXQ2_SaDe_SA_OciLy3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/OciLy3(1)	2012-01-27	20120127_EXQ2_SaDe_SA_OciLy3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_OciLy3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/OciLy3(1)	2012-01-27	20120127_EXQ2_SaDe_SA_OciLy3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
OCI-Ly3_singleshot_R2	Homo sapiens	bone marrow	hematopoietic system	Bone marrow	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	OCI-Ly3	CVCL_8800	OCI-Ly3	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	52Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	2	20120127_EXQ2_SaDe_SA_OciLy3_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/OciLy3(2)	2012-01-27	20120127_EXQ2_SaDe_SA_OciLy3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_OciLy3_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/OciLy3(2)	2012-01-27	20120127_EXQ2_SaDe_SA_OciLy3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
OCI-Ly3_singleshot_R3	Homo sapiens	bone marrow	hematopoietic system	Bone marrow	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	OCI-Ly3	CVCL_8800	OCI-Ly3	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	52Y	male	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	3	20120127_EXQ2_SaDe_SA_OciLy3_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/OciLy3(3)	2012-01-27	20120127_EXQ2_SaDe_SA_OciLy3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_OciLy3_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/OciLy3(3)	2012-01-27	20120127_EXQ2_SaDe_SA_OciLy3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
Ri-1_singleshot_R1	Homo sapiens	blood	hematopoietic system	Peripheral blood	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	Ri-1	CVCL_1885	Ri-1	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	57Y	female	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	1	20120127_EXQ2_SaDe_SA_RIVA_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/RIVA(1)	2012-01-27	20120127_EXQ2_SaDe_SA_RIVA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_RIVA_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/RIVA(1)	2012-01-27	20120127_EXQ2_SaDe_SA_RIVA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
Ri-1_singleshot_R2	Homo sapiens	blood	hematopoietic system	Peripheral blood	diffuse large B-cell lymphoma activated B-cell type	B cell	cell line	study sample	Ri-1	CVCL_1885	Ri-1	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	57Y	female	adult	not available	not available	no depletion	CT=mixture;CN=lymphoma super-SILAC mix;SP=Homo sapiens;QY=100 ug	not pooled	2	20120127_EXQ2_SaDe_SA_RIVA_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC light;AC=PRIDE:0000326	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/RIVA(2)	2012-01-27	20120127_EXQ2_SaDe_SA_RIVA_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	diffuse large B-cell lymphoma activated B-cell type
lymphoma_super-SILAC_mix	Homo sapiens	not available	hematopoietic system	not available	B-cell lymphoma	B cell	cell line	reference	super-SILAC mix	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	not available	not available	not available	not available	not available	not available	not available	pooled	no depletion	not applicable	SN=Ramos;SN=Mutu;SN=BL-41;SN=U-2932;SN=DB;SN=L-428	pooled	20120127_EXQ2_SaDe_SA_RIVA_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=SILAC heavy;AC=PRIDE:0000325	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	25 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	1	1	singleshot/RIVA(2)	2012-01-27	20120127_EXQ2_SaDe_SA_RIVA_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	B-cell lymphoma
