source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[sample type]	characteristics[treatment]	characteristics[sampling time]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]	factor value[sampling time]	factor value[sample type]
PXD000490-Sample-46	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	60 minute	no depletion	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N60_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N60	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N60_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	60 minute	negative control
PXD000490-Sample-47	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	60 minute	no depletion	2	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N60_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N60	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N60_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	60 minute	negative control
PXD000490-Sample-48	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	60 minute	no depletion	3	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N60_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N60	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N60_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	60 minute	negative control
PXD000490-Sample-49	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	75 minute	no depletion	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N75_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N75	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N75_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	75 minute	negative control
PXD000490-Sample-50	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	75 minute	no depletion	2	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N75_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N75	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N75_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	75 minute	negative control
PXD000490-Sample-51	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	75 minute	no depletion	3	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N75_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N75	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N75_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	75 minute	negative control
PXD000490-Sample-52	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	90 minute	no depletion	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N90_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N90	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N90_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	90 minute	negative control
PXD000490-Sample-53	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	90 minute	no depletion	2	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N90_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N90	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N90_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	90 minute	negative control
PXD000490-Sample-54	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	negative control	untreated	90 minute	no depletion	3	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N90_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_N90	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_N90_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	90 minute	negative control
PXD000490-Sample-55	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	15 minute	no depletion	1	20120427_EXQ2_MaRa_SA_20cm_mr1p170_P15_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P15	1	1	20120427_EXQ2_MaRa_SA_20cm_mr1p170_P15_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	15 minute	study sample
PXD000490-Sample-56	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	15 minute	no depletion	2	20120427_EXQ2_MaRa_SA_20cm_mr1p170_P15_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P15	1	1	20120427_EXQ2_MaRa_SA_20cm_mr1p170_P15_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	15 minute	study sample
PXD000490-Sample-57	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	15 minute	no depletion	3	20120427_EXQ2_MaRa_SA_20cm_mr1p170_P15_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P15	1	1	20120427_EXQ2_MaRa_SA_20cm_mr1p170_P15_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	15 minute	study sample
PXD000490-Sample-58	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	30 minute	no depletion	1	20120428_EXQ2_MaRa_SA_20cm_mr1p170_P30_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P30	1	1	20120428_EXQ2_MaRa_SA_20cm_mr1p170_P30_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	30 minute	study sample
PXD000490-Sample-59	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	30 minute	no depletion	2	20120428_EXQ2_MaRa_SA_20cm_mr1p170_P30_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P30	1	1	20120428_EXQ2_MaRa_SA_20cm_mr1p170_P30_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	30 minute	study sample
PXD000490-Sample-60	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	30 minute	no depletion	3	20120428_EXQ2_MaRa_SA_20cm_mr1p170_P30_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P30	1	1	20120428_EXQ2_MaRa_SA_20cm_mr1p170_P30_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	30 minute	study sample
PXD000490-Sample-61	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	45 minute	no depletion	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P45_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P45	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P45_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	45 minute	study sample
PXD000490-Sample-62	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	45 minute	no depletion	2	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P45_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P45	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P45_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	45 minute	study sample
PXD000490-Sample-63	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	45 minute	no depletion	3	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P45_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P45	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P45_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	45 minute	study sample
PXD000490-Sample-64	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	60 minute	no depletion	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P60_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P60	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P60_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	60 minute	study sample
PXD000490-Sample-65	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	60 minute	no depletion	2	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P60_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P60	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P60_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	60 minute	study sample
PXD000490-Sample-66	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	60 minute	no depletion	3	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P60_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P60	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P60_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	60 minute	study sample
PXD000490-Sample-67	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	75 minute	no depletion	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P75_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P75	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P75_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	75 minute	study sample
PXD000490-Sample-68	Xenopus laevis	spermatozoon	sperm	normal	adult	not applicable	not available	not applicable	study sample	psoralen	75 minute	no depletion	2	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P75_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	EXP03_P75	1	1	20120501_EXQ2_MaRa_SA_20cm_mr1p170_P75_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	psoralen	75 minute	study sample
