source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[enrichment process]	characteristics[spiked compound]	characteristics[depletion]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[enrichment process]
PXD000747-Sample-7	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	not applicable	no depletion	not pooled	4	20130605_EXQ4_MaZe_SA_M4_3	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	1	2013-06-05	20130605_EXQ4_MaZe_SA_M4_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-8	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	1	20130905_EXQ2_MaZe_SA_platelets1prests_11	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	2013-09-05	20130905_EXQ2_MaZe_SA_platelets1prests_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-8	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	1	20130905_EXQ2_MaZe_SA_platelets1prests_08	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	1	2013-09-05	20130905_EXQ2_MaZe_SA_platelets1prests_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-8	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	1	20130905_EXQ2_MaZe_SA_platelets1prests_06	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	1	2013-09-05	20130905_EXQ2_MaZe_SA_platelets1prests_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-8	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	1	20130905_EXQ2_MaZe_SA_platelets1prests_05	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	1	2013-09-05	20130905_EXQ2_MaZe_SA_platelets1prests_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-8	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	1	20130905_EXQ2_MaZe_SA_platelets1prests_04	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	1	2013-09-05	20130905_EXQ2_MaZe_SA_platelets1prests_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-8	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	1	20130905_EXQ2_MaZe_SA_platelets1prests_03	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	1	2013-09-05	20130905_EXQ2_MaZe_SA_platelets1prests_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-9	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	3	20131031_EXQ4_MaZe_SA_Platelets3_AQ	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	1	1	2013-10-31	20131031_EXQ4_MaZe_SA_Platelets3_AQ.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-9	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	3	20131031_EXQ4_MaZe_SA_Platelets3_AQ_131031202418	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	1	2	2013-10-31	20131031_EXQ4_MaZe_SA_Platelets3_AQ_131031202418.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-9	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	3	20131101_EXQ4_MaZe_SA_Platelets3_AQ	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	1	3	2013-11-01	20131101_EXQ4_MaZe_SA_Platelets3_AQ.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-10	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	4	20131101_EXQ4_MaZe_SA_Platelets4_AQ	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	1	1	2013-11-01	20131101_EXQ4_MaZe_SA_Platelets4_AQ.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-10	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	4	20131101_EXQ4_MaZe_SA_Platelets4_AQ_131101100725	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	1	2	2013-11-01	20131101_EXQ4_MaZe_SA_Platelets4_AQ_131101100725.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
PXD000747-Sample-10	Mus musculus	blood	platelet	normal	not available	not available	C57BL/6	cell	ultra-purified platelet fraction	CT=mixture;CN=SILAC-PrEST standard - 13 murine protein epitope signature tags (Akt1 Akt2 Akt3 Fermt3 Fyn Gp6 Itgb2 Itgb3 P2rx1 Prkca Prkg1 Selp Tln1) labelled with heavy arginine 13C6 15N4 and heavy lysine 13C6 15N2;QY=not available;CV=not available	no depletion	not pooled	4	20131101_EXQ4_MaZe_SA_Platelets4_AQ_131101141314	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	SILAC light	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	not applicable	1	3	2013-11-01	20131101_EXQ4_MaZe_SA_Platelets4_AQ_131101141314.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ultra-purified platelet fraction
