source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[phenotype]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[depletion]	characteristics[treatment]	characteristics[synthetic peptide]	characteristics[spiked compound]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[phenotype]
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	23	2011-06-03	20110603_Velos4_SaDe_SA_TMD83_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-24	Homo sapiens	bone marrow	B cell	Diffuse Large B-Cell Lymphoma Activated B-Cell Type	TMD8	CVCL_A442	TMD8	not available	Japanese	62Y	male	adult	not available	activated B-cell-like DLBCL subtype	cell line	study sample	not pooled	4	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-03	20110603_Velos4_SaDe_SA_TMD84_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	activated B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	24	2011-06-03	20110603_Velos4_SaDe_SA_TMD84_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-25	Homo sapiens	peritoneal fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	SU-DHL-6	CVCL_2206	SU-DHL-6	not available	European ancestry	43Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	1	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL61_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	25	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL61_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-26	Homo sapiens	peritoneal fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	SU-DHL-6	CVCL_2206	SU-DHL-6	not available	European ancestry	43Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	2	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL62_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	26	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL62_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-27	Homo sapiens	peritoneal fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	SU-DHL-6	CVCL_2206	SU-DHL-6	not available	European ancestry	43Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	3	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL63_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	27	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL63_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-28	Homo sapiens	peritoneal fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	SU-DHL-6	CVCL_2206	SU-DHL-6	not available	European ancestry	43Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	4	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL64_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	28	2011-06-04	20110604_Velos4_SaDe_SA_SUDHL64_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-29	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	HT	CVCL_1290	HT	not available	European ancestry	70Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	1	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-05	20110605_Velos4_SaDe_SA_HT1_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	29	2011-06-05	20110605_Velos4_SaDe_SA_HT1_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-30	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	HT	CVCL_1290	HT	not available	European ancestry	70Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	2	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-05	20110605_Velos4_SaDe_SA_HT2_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	30	2011-06-05	20110605_Velos4_SaDe_SA_HT2_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
PXD000332-Sample-31	Homo sapiens	ascitic fluid	B cell	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type	HT	CVCL_1290	HT	not available	European ancestry	70Y	male	adult	not available	germinal center B-cell-like DLBCL subtype	cell line	study sample	not pooled	3	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	1	2011-06-05	20110605_Velos4_SaDe_SA_HT3_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	germinal center B-cell-like DLBCL subtype
PXD000332-superSILAC-mix	Homo sapiens	not applicable	B cell	lymphoma	super-SILAC mix of Ramos, Mutu, BL-41, U-2932, L-428, DB	not available	not available	not applicable	not applicable	not available	not applicable	not applicable	pooled	not applicable	cell line	reference	pooled	pooled	enrichment of glycopeptides	no depletion	not applicable	not synthetic	not applicable	not available	not available	not available	Roswell Park Memorial Institute 1640 Medium	not available	run 31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated:18O(1);AC=UNIMOD:366;TA=N;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	40 NCE	NT=orbitrap;AC=MS:1000484	6 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	300m/z	1800m/z	not applicable	1	31	2011-06-05	20110605_Velos4_SaDe_SA_HT3_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	not applicable
