source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[bait]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms min im]	comment[ms max im]	comment[ms1 scan range]	factor value[bait]
P16H02_YMR044W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR044W	YMR044W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1456_P16H02_YMR044W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1456_P16H02_YMR044W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YMR044W
P16H02_YMR044W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR044W	YMR044W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1456_P16H02_YMR044W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1456_P16H02_YMR044W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YMR044W
P16A03_YPR047W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YPR047W	YPR047W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1457_P16A03_YPR047W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1457_P16A03_YPR047W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YPR047W
P16A03_YPR047W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YPR047W	YPR047W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1457_P16A03_YPR047W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1457_P16A03_YPR047W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YPR047W
P16B03_YDR105C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YDR105C	YDR105C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1458_P16B03_YDR105C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1458_P16B03_YDR105C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YDR105C
P16B03_YDR105C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YDR105C	YDR105C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1458_P16B03_YDR105C___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1458_P16B03_YDR105C___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YDR105C
P16C03_YIL039W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YIL039W	YIL039W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1459_P16C03_YIL039W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1459_P16C03_YIL039W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YIL039W
P16C03_YIL039W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YIL039W	YIL039W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1459_P16C03_YIL039W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1459_P16C03_YIL039W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YIL039W
P16D03_YLR034C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YLR034C	YLR034C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1460_P16D03_YLR034C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1460_P16D03_YLR034C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YLR034C
P16D03_YLR034C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YLR034C	YLR034C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1460_P16D03_YLR034C___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1460_P16D03_YLR034C___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YLR034C
P16E03_YLR212C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YLR212C	YLR212C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1461_P16E03_YLR212C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1461_P16E03_YLR212C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YLR212C
P16E03_YLR212C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YLR212C	YLR212C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1461_P16E03_YLR212C___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1461_P16E03_YLR212C___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YLR212C
P16F03_YDR316W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YDR316W	YDR316W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1462_P16F03_YDR316W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1462_P16F03_YDR316W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YDR316W
P16F03_YDR316W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YDR316W	YDR316W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1462_P16F03_YDR316W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1462_P16F03_YDR316W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YDR316W
P16G03_YGR019W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YGR019W	YGR019W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1463_P16G03_YGR019W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1463_P16G03_YGR019W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YGR019W
P16G03_YGR019W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YGR019W	YGR019W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1463_P16G03_YGR019W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1463_P16G03_YGR019W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YGR019W
P16H03_YGR108W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YGR108W	YGR108W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1464_P16H03_YGR108W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1464_P16H03_YGR108W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YGR108W
P16H03_YGR108W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YGR108W	YGR108W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1464_P16H03_YGR108W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1464_P16H03_YGR108W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YGR108W
P16A04_YHR036W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YHR036W	YHR036W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1465_P16A04_YHR036W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1465_P16A04_YHR036W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YHR036W
P16A04_YHR036W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YHR036W	YHR036W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1465_P16A04_YHR036W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1465_P16A04_YHR036W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YHR036W
P16B04_YMR223W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR223W	YMR223W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1466_P16B04_YMR223W___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1466_P16B04_YMR223W___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YMR223W
P16B04_YMR223W	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR223W	YMR223W-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1466_P16B04_YMR223W___02	proteomic profiling by mass spectrometry	2	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1466_P16B04_YMR223W___02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YMR223W
P16C04_YMR239C	Saccharomyces cerevisiae	not applicable	not applicable	1	not applicable	YMR239C	YMR239C-GFP	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1467_P16C04_YMR239C___01	proteomic profiling by mass spectrometry	1	20190621_TIMS3_Evo4_AnMi_SA_Yeast-Interactome_1467_P16C04_YMR239C___01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	8 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P16	0.8	1.3	100m/z-1700m/z	YMR239C
