source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
Sample 73	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 73	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac3_pH4_5b.raw	8	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 74	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 74	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac3_pH9.raw	9	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 75	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 75	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac4_pH4_5a.raw	10	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 76	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 76	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac4_pH4_5b.raw	11	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 77	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 77	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac4_pH9.raw	12	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 78	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 78	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac5_pH4_5a.raw	13	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 79	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 79	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac5_pH4_5b.raw	14	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 80	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 80	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac5_pH9.raw	15	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 81	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 81	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac6_pH4_5a.raw	16	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 82	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 82	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac6_pH4_5b.raw	17	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 83	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	1	run 83	proteomic profiling by mass spectrometry	1	20161110_QE1_nlc1_BKH_SA_HeLa_0_0_1_L_ctrl_H_PCA_HpH_Frac6_pH9.raw	18	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 84	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 84	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_3_5a.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 85	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 85	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_3_5b.raw	2	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 86	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 86	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_4_0a.raw	3	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 87	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 87	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_4_0b.raw	4	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 88	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 88	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_4_5a.raw	5	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 89	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 89	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_4_5b.raw	6	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 90	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 90	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_5_5a.raw	7	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 91	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 91	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_5_5b.raw	8	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 92	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 92	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_9_0a.raw	9	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 93	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 93	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_10_pH_9_0b.raw	10	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 94	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 94	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_3_5a.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 95	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 95	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_3_5b.raw	2	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 96	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 96	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_4_0a.raw	3	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 97	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 97	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_4_0b.raw	4	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 98	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 98	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_4_5a.raw	5	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 99	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 99	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_4_5b.raw	6	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 100	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 100	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_5_5a.raw	7	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 101	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 101	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_5_5b.raw	8	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 102	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 102	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_9_0a.raw	9	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 103	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 103	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_100_pH_9_0b.raw	10	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 104	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 104	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_1000_pH_3_5a.raw	1	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 105	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 105	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_1000_pH_3_5b.raw	2	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 106	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 106	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_1000_pH_4_0a.raw	3	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 107	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 107	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_1000_pH_4_0b.raw	4	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 108	Homo sapiens	cervix	epithelial	epithelial cervix carcinoma	HeLa	2	run 108	proteomic profiling by mass spectrometry	1	20170607_QE2_nlc10_BKH_SA_HeLa_L_PCA_H_ctrl_1_1000_pH_4_5a.raw	5	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=Acetyl;MT=Variable;TA=K;AC=UNIMOD:1	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
