source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[material type]	characteristics[treatment]	characteristics[treatment]	characteristics[sampling time]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[acquisition date]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[treatment]	factor value[sampling time]
deep_control4	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	not applicable	not applicable	3	20151027_QEp4_NaKr_SA_totalliver_TFE_control4_SDBRPS_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151027_QEp4	2015-10-28	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	1	1	20151027_QEp4_NaKr_SA_totalliver_TFE_control4_SDBRPS_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
deep_control4	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	not applicable	not applicable	3	20151027_QEp4_NaKr_SA_totalliver_TFE_control4_SDBRPS_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151027_QEp4	2015-10-28	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	2	1	20151027_QEp4_NaKr_SA_totalliver_TFE_control4_SDBRPS_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
deep_control4	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	not applicable	not applicable	3	20151027_QEp4_NaKr_SA_totalliver_TFE_control4_SDBRPS_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151027_QEp4	2015-10-28	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	3	1	20151027_QEp4_NaKr_SA_totalliver_TFE_control4_SDBRPS_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
totalphospho_HFD12_1	Mus musculus	liver	not applicable	fatty liver disease	adult	C57BL/6J	male	tissue	high fat diet	not applicable	12 week	not applicable	not applicable	enrichment of phosphorylated protein	1	20151011_QEp6_NaKr_SA_totalliver_HFD12_1_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151011_QEp6	2015-10-11	not applicable	1	1	20151011_QEp6_NaKr_SA_totalliver_HFD12_1_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	not applicable	not applicable
totalphospho_HFD12_2	Mus musculus	liver	not applicable	fatty liver disease	adult	C57BL/6J	male	tissue	high fat diet	not applicable	12 week	not applicable	not applicable	enrichment of phosphorylated protein	2	20151011_QEp6_NaKr_SA_totalliver_HFD12_2_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151011_QEp6	2015-10-12	not applicable	1	1	20151011_QEp6_NaKr_SA_totalliver_HFD12_2_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	not applicable	not applicable
totalphospho_HFD12_3	Mus musculus	liver	not applicable	fatty liver disease	adult	C57BL/6J	male	tissue	high fat diet	not applicable	12 week	not applicable	not applicable	enrichment of phosphorylated protein	3	20151011_QEp6_NaKr_SA_totalliver_HFD12_3_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151011_QEp6	2015-10-12	not applicable	1	1	20151011_QEp6_NaKr_SA_totalliver_HFD12_3_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	fatty liver disease	not applicable	not applicable
totalphospho_HFD3_2	Mus musculus	liver	not applicable	insulin resistance	adult	C57BL/6J	male	tissue	high fat diet	not applicable	3 week	not applicable	not applicable	enrichment of phosphorylated protein	1	20151014_QEp6_NaKr_SA_totalliver_HFD3_2_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151014_QEp6	2015-10-15	not applicable	1	1	20151014_QEp6_NaKr_SA_totalliver_HFD3_2_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	insulin resistance	not applicable	not applicable
totalphospho_HFD3_3	Mus musculus	liver	not applicable	insulin resistance	adult	C57BL/6J	male	tissue	high fat diet	not applicable	3 week	not applicable	not applicable	enrichment of phosphorylated protein	2	20151011_QEp6_NaKr_SA_totalliver_HFD3_3_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151011_QEp6	2015-10-11	not applicable	1	1	20151011_QEp6_NaKr_SA_totalliver_HFD3_3_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	insulin resistance	not applicable	not applicable
totalphospho_HFD3_4	Mus musculus	liver	not applicable	insulin resistance	adult	C57BL/6J	male	tissue	high fat diet	not applicable	3 week	not applicable	not applicable	enrichment of phosphorylated protein	3	20151011_QEp6_NaKr_SA_totalliver_HFD3_4_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151011_QEp6	2015-10-11	not applicable	1	1	20151011_QEp6_NaKr_SA_totalliver_HFD3_4_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	insulin resistance	not applicable	not applicable
totalphospho_control2	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	not applicable	enrichment of phosphorylated protein	1	20151014_QEp6_NaKr_SA_totalliver_control2_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151014_QEp6	2015-10-14	not applicable	1	1	20151014_QEp6_NaKr_SA_totalliver_control2_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
totalphospho_control3	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	not applicable	enrichment of phosphorylated protein	2	20151014_QEp6_NaKr_SA_totalliver_control3_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151014_QEp6	2015-10-14	not applicable	1	1	20151014_QEp6_NaKr_SA_totalliver_control3_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
totalphospho_control4	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	not applicable	enrichment of phosphorylated protein	3	20151014_QEp6_NaKr_SA_totalliver_control4_phospho	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20151014_QEp6	2015-10-15	not applicable	1	1	20151014_QEp6_NaKr_SA_totalliver_control4_phospho.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
secretome_C1_BSA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	4 hour	not applicable	not applicable	8	20160729_QEp6_NaKr_SA_secretome_C1noFA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C1noFA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	4 hour
secretome_C1_BSA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	8 hour	not applicable	not applicable	8	20160729_QEp6_NaKr_SA_secretome_C1noFA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C1noFA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	8 hour
secretome_C1_FA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	4 hour	not applicable	not applicable	8	20160729_QEp6_NaKr_SA_secretome_C1FA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C1FA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	4 hour
secretome_C1_FA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	8 hour	not applicable	not applicable	8	20160729_QEp6_NaKr_SA_secretome_C1FA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C1FA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	8 hour
secretome_C2_BSA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	4 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_C2noFA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C2noFA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	4 hour
secretome_C2_BSA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	bovine serum albumin	12 week	8 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_C2noFA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C2noFA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	bovine serum albumin	8 hour
secretome_C2_FA_0-4h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	4 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_C2FA	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-30	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C2FA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	4 hour
secretome_C2_FA_4-8h	Mus musculus	liver	hepatocyte	normal	adult	C57BL/6J	male	cell	low fat diet	fatty acid	12 week	8 hour	not applicable	not applicable	9	20160729_QEp6_NaKr_SA_secretome_C2FA_8h	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	not applicable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160729_QEp6	2016-07-31	not applicable	1	1	20160729_QEp6_NaKr_SA_secretome_C2FA_8h.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	fatty acid	8 hour
